paper,target_canonical,target_raw,type,confidence,section,evidence,ref,doi_or_url
moot_repository,"Other config/analytics datasets (Jamshidi, Guo, Ha, Weber, Krishna, Fu, ...)",Data-efficient performance-learning configurable-systems data (Guo et al.),dataset,high,Table 1 caption (Inside MOOT),"IEEE Trans. SE [12, 15, 40, 42, 66], the Information Software Technology journal [11, 23], Empirical Softw. Eng. [31, 36, 55], Mining Software Repositories [50]","[36] G. Jianmei, Y. Dingyu, S. Norbert, et al. Data-efficient performance learning for configurable systems. EMSE 2018.",
moot_repository,VEER config data (Peng et al.),VEER model-based optimization data (Peng et al.),dataset,high,Table 1 caption (Inside MOOT),"IEEE Trans. SE [12, 15, 40, 42, 66], the Information Software Technology journal [11, 23], Empirical Softw. Eng. [31, 36, 55], Mining Software Repositories [50]","[55] K. Peng, C. Kaltenecker, N. Siegmund, S. Apel, T. Menzies. Veer: enhancing the interpretability of model-based optimizations. EMSE 28:61, 2023.",
moot_repository,SS-* config datasets / FLASH (Nair et al.),"Data-driven SBSE datasets (Nair et al., MSR 2018)",dataset,high,Table 1 caption (Inside MOOT),"IEEE Trans. SE [12, 15, 40, 42, 66], the Information Software Technology journal [11, 23], Empirical Softw. Eng. [31, 36, 55], Mining Software Repositories [50]","[50] V. Nair, A. Agrawal, J. Chen, W. Fu, G. Mathew, T. Menzies, L. L. Minku, M. Wagner, Z. Yu. Data-driven search-based SE. MSR 2018.",
moot_repository,iSNEAK feature-model data (Lustosa & Menzies),"iSNEAK feature-model data: Scrum1k/10k/100k, FFM-*, FM-* (Lustosa & Menzies)",dataset,high,Table 1 caption (Inside MOOT),"IEEE Access [44], ACM Trans. SE Methodologies [43] and the Automated Software Engineering Journal [51]","[44] A. Lustosa and T. Menzies. isneak: Partial ordering as heuristics for model-based reasoning in SE. IEEE Access 12:142915-142929, 2024.",
moot_repository,Landscape analysis features (Lunacek; Jones & Forrest; Kerschke),"Landscape-analysis datasets (Lustosa & Menzies, TOSEM)",dataset,high,Table 1 caption (Inside MOOT),"IEEE Access [44], ACM Trans. SE Methodologies [43] and the Automated Software Engineering Journal [51]","[43] A. Lustosa and T. Menzies. Learning from very little data: On the value of landscape analysis. TOSEM 33(3):1-22, 2024.",
moot_repository,SS-* config datasets / FLASH (Nair et al.),"Spectral-learning configuration data (Nair et al., ASE J)",dataset,high,Table 1 caption (Inside MOOT),"IEEE Access [44], ACM Trans. SE Methodologies [43] and the Automated Software Engineering Journal [51]","[51] V. Nair, T. Menzies, N. Siegmund, S. Apel. Faster discovery of faster system configurations with spectral learning. ASE J 25:247-277, 2018.",
moot_repository,Kaggle cross-domain datasets,student_dropout (Kaggle),dataset,high,Table 1 (non-SE rows),"Behavioral: all_players, student_dropout, HR-employeeAttrition, player_statistics ... From [1, 21, 53, 54]","[1] Abdullah0a. Student dropout analysis and prediction dataset, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"all_players (FIFA World Cup 2022, Kaggle)",dataset,high,Table 1 (non-SE rows),"Behavioral: all_players, student_dropout, HR-employeeAttrition, player_statistics ... From [1, 21, 53, 54]","[21] die9origephit. Fifa world cup 2022: Complete dataset, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"player_statistics (EA Sports FC 25, Kaggle)",dataset,high,Table 1 (non-SE rows),"Behavioral: all_players, student_dropout, HR-employeeAttrition, player_statistics ... From [1, 21, 53, 54]","[53] nyagami. Ea sports fc 25 database - ratings and stats, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"HR-employeeAttrition (IBM HR Analytics, Kaggle)",dataset,high,Table 1 (non-SE rows),"Behavioral: all_players, student_dropout, HR-employeeAttrition, player_statistics ... From [1, 21, 53, 54]","[54] Pavansubhasht. Ibm hr analytics employee attrition & performance, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,Telco-Churn (Kaggle),dataset,high,Table 1 (non-SE rows),"Financial: BankChurners, home_data, Loan, Telco-Churn ... From [10, 18, 28, 72]","[10] blastchar. Telco customer churn, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,home_data (Kaggle ML course),dataset,high,Table 1 (non-SE rows),"Financial: BankChurners, home_data, Loan, Telco-Churn ... From [10, 18, 28, 72]","[18] dansbecker. Home data for ml course, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"BankChurners (Credit card customers, Kaggle)",dataset,high,Table 1 (non-SE rows),"Financial: BankChurners, home_data, Loan, Telco-Churn ... From [10, 18, 28, 72]","[28] S. Goyal. Credit card customers, 2020. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"Loan (Financial risk for loan approval, Kaggle)",dataset,high,Table 1 (non-SE rows),"Financial: BankChurners, home_data, Loan, Telco-Churn ... From [10, 18, 28, 72]","[72] L. Zoppelletto. Financial risk for loan approval, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,hospital_Readmissions (Kaggle),dataset,high,Table 1 (non-SE rows),"Human Health Data: COVID19, Life_Expectancy, hospital_Readmissions ... From [19, 30, 56]","[19] dansbecker. Medical data and hospital readmissions, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"COVID19 (Covid-19 Indonesia, Kaggle)",dataset,high,Table 1 (non-SE rows),"Human Health Data: COVID19, Life_Expectancy, hospital_Readmissions ... From [19, 30, 56]","[30] Hendratno. Covid-19 indonesia dataset, 2022. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"Life_Expectancy (WHO, Kaggle)",dataset,high,Table 1 (non-SE rows),"Human Health Data: COVID19, Life_Expectancy, hospital_Readmissions ... From [19, 30, 56]","[56] K. A. Rajarshi. Life expectancy (who) dataset, 2025. Kaggle.",
moot_repository,Kaggle cross-domain datasets,Marketing_Analytics (Kaggle),dataset,high,Table 1 (non-SE rows),"Sales: accessories, dress-up, Marketing_Analytics, socks, wallpaper ... From [20, 34, 60]","[20] J. Daoud. Marketing analytics - marketing data, 2022. Kaggle.",
moot_repository,Kaggle cross-domain datasets,"accessories, dress-up, socks, wallpaper (Animal Crossing Nookplaza, Kaggle)",dataset,high,Table 1 (non-SE rows),"Sales: accessories, dress-up, Marketing_Analytics, socks, wallpaper ... From [20, 34, 60]","[34] jessicali9530. Animal crossing new horizons: Nookplaza dataset, 2021. Kaggle.",
moot_repository,Kaggle cross-domain datasets,Car_price (Kaggle),dataset,high,Table 1 (non-SE rows),"Sales: accessories, dress-up, Marketing_Analytics, socks, wallpaper ... From [20, 34, 60]","[60] syedfaizanalii. Car price dataset - cleaned, 2025. Kaggle.",
moot_repository,MOOT repository,"MOOT0 sample scripts (rqx.sh, rq2.sh, stats.py) - authors' own baseline package",software,medium,Sec 3 Using MOOT: an Example,"The rq2.sh script of http://tiny.cc/moot0 clusters data, labels a few items per cluster, then uses that information to guess the labels of nearby items.",http://tiny.cc/moot0 (also http://github.com/timm/moot),https://doi.org/10.5281/zenodo.17354083
moot_repository,Cliff's delta effect size,Cliff's delta effect size + Kolmogorov-Smirnov nonparametric test,statmethod,medium,Sec 3 Using MOOT: an Example,"evaluated with nonparametric tests (Kolmogorov-Smirnov for significance and Cliff's Delta for effect size, see MOOT0's stats.py).",no reference given (implemented in MOOT0 stats.py),
moot_repository,Defect-predictor tuning (Tantithamthavorn et al.),Defect-predictor tuning result / Figure 1 (Tantithamthavorn et al.),sanitycheck,high,Sec 1 Introduction / Fig. 1,"Figure 1: Odds of defect predictor performing best. BLUE = pre-optimization, RED = post-optimization. From [61].","[61] C. Tantithamthavorn, S. McIntosh, A. E. Hassan, K. Matsumoto. Automated parameter optimization of classification techniques for defect prediction models. ICSE 2016.",
moot_repository,"Other config/analytics datasets (Jamshidi, Guo, Ha, Weber, Krishna, Fu, ...)","Learner nondeterminism tamed by optimization (Agrawal, Fu, Menzies)",sanitycheck,medium,Sec 1 footnote 5,[2] showed (a) half of prior results were just learner nondeterminism; (b) optimization can tame that nondeterminism.,"[2] A. Agrawal, W. Fu, T. Menzies. What is wrong with topic modeling? and how to fix it using search-based SE. IST 98:74-88, 2018.",
moot_repository,x264 exhaustive cost (Valov et al.),"x264 evaluation cost of 1,536 hours (Valov et al.)",sanitycheck,medium,Sec 1 / Sec 3,"Evaluation is costly: x264's 11 parameters need 1, 536 hours to explore [63], limiting budgets to dozens of evaluations","[63] P. Valov, J. Petkovich, J. Guo, S. Fischmeister, K. Czarnecki. Transferring performance prediction models across different hardware platforms. ICPE 2017.",
moot_repository,"Other config/analytics datasets (Jamshidi, Guo, Ha, Weber, Krishna, Fu, ...)",Storm default config 480x degradation (Jamshidi & Casale),sanitycheck,medium,Sec 1 Introduction,Storm's defaults yield 480x performance degradation vs. optimal parameters [32].,[32] P. Jamshidi and G. Casale. An uncertainty-aware approach to optimal configuration of stream processing systems. MASCOTS 2016.,
moot_repository,Unreliable TD labels (Yu et al.),"Unreliable technical-debt labels (Yu et al., Jitterbug)",sanitycheck,medium,Sec 3 Using MOOT: an Example,"Historical logs provide large label sets but can be unreliable (e.g., 90% of technical debt 'false positives' were incorrect [71]","[71] Z. Yu, F. M. Fahid, H. Tu, T. Menzies. Identifying self-admitted technical debts with jitterbug: A two-step approach. IEEE TSE 2021.",
moot_repository,PROMISE repository (NASA defect data),NASA defect data quality problems (Shepperd et al.),sanitycheck,low,Sec 3 Using MOOT: an Example,"similar issues occur in security [65], static analysis [38], and defect data [59]","[59] M. Shepperd, Q. Song, Z. Sun, C. Mair. Data quality: Some comments on the nasa software defect datasets. IEEE TSE 39(9):1208-1215, 2013.",
moot_repository,LLM warm-start results (Senthilkumar & Menzies),"Prior config-optimization work tested on <=5 datasets (Senthilkumar & Menzies, Table 2)",sanitycheck,low,Sec 1 footnote 4,"As reported in Table 2 of https://arxiv.org/pdf/2501.00125, much prior work has tested their optimization methods on five data sets or less.","[58] L. Senthilkumar and T. Menzies. Can large language models improve se active learning via warm-starts? arXiv:2501.00125, 2024.",https://arxiv.org/pdf/2501.00125
promise_repository,PROMISE repository (NASA defect data),"PROMISE repository (NASA defect data: CM1, JM1, KC1, PC1, ...)",dataset,medium,"5.2 Stranger Things (Menzies's 6th Law); footnote 8 lists CM1, JM1, KC1...PC5","we built mutators that injected an increasing amount of their quality issues into PROMISE defect data sets. Strangely, the performance curve remained flat",http://tiny.cc/promise25 ; Seacraft at https://zenodo.org/communities/seacraft,http://tiny.cc/promise25
promise_repository,Defect-data quality problems (Shepperd; Herbold),"Shepperd et al. NASA data quality issues (repeated rows, illegal attributes)",methodology,medium,5.2 Stranger Things (Menzies's 6th Law),Shepperd et al. [89] found numerous quality issues with PROMISE data... we built mutators that injected an increasing amount of their quality issues into PROMISE defect data sets,"[89] M. Shepperd, Q. Song, Z. Sun, C. Mair, Data quality: Some comments on the nasa software defect datasets, TSE 39(9), 2013",
promise_repository,Reference-optimal / straw-man baseline (Cohen; McGeoch),Cohen 'straw man' benchmarking guidance (Empirical Methods for AI),methodology,medium,5.2 Stranger Things (Menzies's 9th Law),Cohen argues that supposedly sophisticated methods should be benchmarked against seemingly stupider ones... whenever I checked a supposedly sophisticated method against a simpler one,"[94] P. R. Cohen, Empirical methods for artificial intelligence. MIT press, 1995",
promise_repository,Hou et al. LLM4SE SLR,Hou et al. SLR of LLMs for SE (229 papers),sanitycheck,medium,5.2 Stranger Things (Menzies's 5th Law),"in a recent systematic review [81] of 229 SE papers using large language models (LLMs), only 13/229 = 5% of those papers compared LLMs to other approaches. This is a methodological error","[81] X. Hou et al., Large language models for software engineering: A systematic literature review, TOSEM 33(8), 2024",https://doi.org/10.1145/3695988
promise_repository,Tree models beat DL on tabular data (Grinsztajn; Shwartz-Ziv),Grinsztajn et al. tree models beat deep learning on tabular data,sanitycheck,low,5.2 Stranger Things (Menzies's 5th Law),other methods (developed and certified using PROMISE-style research) can produce results that are better and/or faster [82]-[88],"[82] L. Grinsztajn, E. Oyallon, G. Varoquaux, Why do tree-based models still outperform deep learning on typical tabular data? NeurIPS'22",
promise_repository,Defect-data quality problems (Shepperd; Herbold),Herbold et al. problems with SZZ / defect data collection,sanitycheck,low,5 Future Work,"little curation, little validation, often purely heuristic data collection without quality checks... all this newer data might not necessarily be better [52], [53]","[53] S. Herbold, A. Trautsch, F. Trautsch, B. Ledel, Problems with szz and features..., EMSE 27(2), 2022",
promise_repository,Menzies 2007 defect-prediction protocol,"Menzies, Greenwald & Frank 2007 defect-prediction protocol and shared scripts/data",methodology,low,2 What did the 2007 paper say?,It defined a set of steps to build and report the results of data mining... the paper shared all its scripts and data,"[1] T. Menzies, J. Greenwald, A. Frank, Data mining static code attributes to learn defect predictors, TSE 33(1), pp. 2-13, 2007",
se_journals_2036,Peer-review / science-of-science evidence,Monperrus most-cited SE papers 2013-2023 (author/citation data),dataset,high,"1 Houston, We have a Problem; Figure 1; Table 1","Table 1 shows the number of authors of papers with ""top 10 citations"" at leading SE venues from 2013 to 2023 (from [6]).",[6] Martin Monperrus. 2025. Most Cited Papers in Software Engineering 2013-2023.,https://kth.diva-portal.org/smash/get/diva2:1953484/FULLTEXT01.pdf
se_journals_2036,Peer-review / science-of-science evidence,Price's Square Root Law (de Solla Price),methodology,medium,"1 Houston, We have a Problem; footnote 3",we view this landscape through the lens of Price's Law [7]; i.e. 50% of scientific contributions are generated by the square root of the research population,"[7] Derek J. de Solla Price. 1963. Little Science, Big Science. Columbia University Press.",
se_journals_2036,Peer-review / science-of-science evidence,NeurIPS 2014 reviewer-inconsistency experiment (Cortes & Lawrence),sanitycheck,medium,"1 Houston, We have a Problem",Experiments at AI conferences [1] reveal that independent review teams disagree on 50% of accepted papers. This suggests that peer review ... [is] stochastic,[1] Corinna Cortes and Neil D. Lawrence. 2021. Inconsistency in Conference Peer Review: Revisiting the 2014 NeurIPS Experiment. arXiv:2109.09774,https://arxiv.org/abs/2109.09774
se_journals_2036,Peer-review / science-of-science evidence,Lottery-based allocation (Roumbanis),methodology,high,2.2 The Lottery,it was natural to take the advice of Roumbanis [9] and restructure journal reviewing as a lottery process.,"[9] Lambros Roumbanis. 2019. Peer Review or Lottery? ... Science, Technology, & Human Values 44, 6 (2019), 994-1019.",
se_journals_2036,Peer-review / science-of-science evidence,Human+AI review philosophy (Manrai et al.),methodology,high,2.3 Review = Automatic + Manual,"we adopted the ""Human+AI"" philosophy proposed by Manrai et al. [4]. They argued that AI should never be an arbiter of scientific merit","[4] Arjun K Manrai, David Ouyang, Joseph W Hogan, and Isaac S Kohane. 2025. Accelerating science with Human+ AI review. AIe2501175.",
se_journals_2036,ACM SIGSOFT Empirical Standards (Ralph et al.),ACM SIGSOFT Empirical Standards (Ralph et al.),methodology,high,2.3 Review = Automatic + Manual,"These documents mention around 135 review items. After asking Gemini to abstract those items, we found that there are variants of 12 core features.",[8] Paul Ralph et al. 2021. Empirical Standards for Software Engineering Research. arXiv:2010.03525,https://arxiv.org/abs/2010.03525
se_journals_2036,Gemini (Google),Gemini (Google LLM),software,high,2.3 Review = Automatic + Manual,"After asking Gemini to abstract those items, we found that there are variants of 12 core features.",no reference entry; named in text,
se_journals_2036,Peer-review / science-of-science evidence,ICLR Points author-density ranking (Luo),dataset,medium,2.4 Cathedrals and Bazaars; Figure 2,"After normalizing the effort for machine learning papers to one, Luo ranks the effort associated with other fields (see Figure 2).",[3] Zhongtang Luo. 2025. ICLR Points: How Many ICLR Publications Is One Paper in Each Area? arXiv:2503.16623,https://arxiv.org/pdf/2503.16623
se_journals_2036,MOOT repository,MOOT benchmark life-cycle warning (Menzies et al.),sanitycheck,medium,2.6 Escaping the Benchmark Graveyard,"The 2026 ""Moot"" paper [5] warned that benchmarks can be a catalyst or a cage. ... To escape the graveyard, the Journal Alliance introduced the ""Catalyst Criteria""",[5] Tim Menzies et al. 2026. MOOT: a Repository of Many Multi-Objective Optimization Tasks. MSR 2026.,
se_journals_2036,Peer-review / science-of-science evidence,Registered reports protocol (Ernst & Baldassarre),methodology,low,2.5 Unbundling the Monolith,Ernst and Baldassarre [2] described registered reports as scientific publications that begin with the peer review of a detailed research protocol,"[2] Neil A Ernst and Maria Teresa Baldassarre. 2023. Registered reports in software engineering. Empirical Software Engineering 28, 2 (2023), 55.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Hill Climbing (Russell & Norvig),steppingstone,high,Table II / III-A / IV,Hill climbing is the textbook embodiment of the continuity bet: it always steps to the best nearby point and halts when none improves [8].,"[8] S. Russell and P. Norvig, Artificial Intelligence: A Modern Approach, 4/E. Pearson, 2021.",
tournament_optimizers,Simulated annealing (Kirkpatrick et al.),Simulated Annealing (Kirkpatrick et al.),steppingstone,high,Table II / III-A / Table IV,Simulated annealing adds a cooling schedule that occasionally accepts a worse move ... [12]. ... geometric cooling 0.95; random neighbour,"[12] S. Kirkpatrick, C. D. Gelatt Jr, M. P. Vecchi, Optimization by simulated annealing, Science 220(4598), 1983.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",(1+1)-ES (Rechenberg),steppingstone,high,Table II / III-A / Table IV,The (1+1) Evolution Strategy keeps the same single-incumbent form but replaces the fixed neighborhood with a self-adaptive Gaussian step ... (the 1/5 rule) [15],"[15] I. Rechenberg, Evolutionsstrategie, Optimierung technischer Systeme nach Prinzipien der biologischen Evolution, 1973.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Iterated Local Search (Lourenco et al.),steppingstone,high,Table II / III-A / Table IV,"Iterated local search kicks the incumbent into a new region and re-optimizes [17], [18].","[17] H. R. Lourenco, O. C. Martin, T. Stutzle, Iterated local search, Handbook of metaheuristics, Springer, 2003, pp. 320-353.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Tabu Search (Glover),steppingstone,high,Table II / III-A / Table IV / Table V,"tabu search forbids revisiting recent points, with an aspiration rule that lifts the ban for an exceptional gain [19] ... tabu tenure 7","[19] F. Glover, Tabu search-part i, ORSA Journal on Computing 1(3), 1989, pp. 190-206.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Genetic Algorithm (Holland),steppingstone,high,Table II / III-A / Table IV,Genetic algorithms recombine two parents under the building-block bet that good solutions are assembled from good parts [23] ... pop. 10; uniform crossover 0.9; mut. 1/n,"[23] J. H. Holland, Adaptation in natural and artificial systems, MIT press, 1992.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",EDA (Muhlenbein & Paass),steppingstone,high,Table II / III-A / Table IV,estimation-of-distribution algorithms replace recombination with a probability model fitted to the best-so-far and then sample from it [26],"[26] H. Muhlenbein and G. Paass, From recombination of genes to the estimation of distributions i. binary parameters, PPSN, Springer, 1996.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",PSO (Kennedy & Eberhart),steppingstone,high,Table II / III-A / Table IV / Table V,"Particle swarm nudges each candidate along its own best and the swarm's best directions [28] ... pop. 10; w=0.7, c1=c2=1.49","[28] J. Kennedy and R. Eberhart, Particle swarm optimization, Proc. ICNN'95, vol. 4, IEEE, 1995, pp. 1942-1948.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Differential Evolution (Storn & Price),steppingstone,high,Intro / Table II / Table V / Table VI,the winner migrates from a geometric active learner (EZR [33]) when labels are scarce to differential evolution (DE [30]) when they are plentiful.,"[30] R. Storn and K. Price, Differential evolution-a simple and efficient heuristic for global optimization over continuous spaces, J. Global Optimization 11(4), 1997.",
tournament_optimizers,SMAC / SMAC3 (Hutter; Lindauer),SMAC (Hutter et al.),steppingstone,high,Table II / III-A / Table IV / Table V / Fig 5,"SMAC uses a Random Forest surrogate, letting it handle the categorical and non-continuous spaces that Gaussian processes handle poorly [32]. ... RF surrogate; EI acquisition; init 10","[32] F. Hutter, H. H. Hoos, K. Leyton-Brown, Sequential model-based optimization for general algorithm configuration, LION, Springer, 2011, pp. 507-523.",
tournament_optimizers,SMAC / SMAC3 (Hutter; Lindauer),SMAC public implementation,software,low,III,"have a clear specification that we follow as published (a public implementation where one exists, otherwise the originating paper's algorithm implemented faithfully)","[32] F. Hutter, H. H. Hoos, K. Leyton-Brown, Sequential model-based optimization for general algorithm configuration, LION, 2011.",
tournament_optimizers,TPE (Bergstra et al.),TPE (Bergstra et al.),steppingstone,high,Table II / III-A / Table IV / Fig 5,TPE instead models the densities of good and of ordinary configurations and samples where the ratio favors good [34]. ... gamma=0.25; startup 10,"[34] J. Bergstra, R. Bardenet, Y. Bengio, B. Kegl, Algorithms for hyper-parameter optimization, NeurIPS 24, 2011.",
tournament_optimizers,EZR / LITE (Menzies group),LINE / kpp centroid sampler (Ganguly & Menzies),steppingstone,high,Table II / III-A / Table IV / Fig 5,LINE picks centroids covering high-variance regions [33]. ... k from budget; centroid init,"[33] K. K. Ganguly and T. Menzies, How low can you go? the data-light SE challenge, FSE 2026, to appear.",
tournament_optimizers,SWAY / plain samplers (Chen et al.),SWAY (Chen et al.),steppingstone,high,Table II / III-A / Table IV,SWAY recursively bisects the space by distance to sample a few representatives [36]. ... recursive median-distance bisection,"[36] J. Chen, V. Nair, R. Krishna, T. Menzies, 'Sampling' as a baseline optimizer for search-based software engineering, IEEE TSE 45(6), 2018.",
tournament_optimizers,EZR / LITE (Menzies group),EZR (Rayegan & Menzies),steppingstone,high,Table II / III-A / Table IV / Table V,"EZR is a distance-based active learner that labels points near the boundary between the current best and the rest [1], [33]. ... distance acquisition; init labels 4","[1] A. Rayegan and T. Menzies, Minimal data, maximum clarity: A heuristic for explaining optimization, JSS, p. 112897, 2026.",
tournament_optimizers,DODGE (Agrawal et al.),DODGE (Agrawal et al.),steppingstone,high,Table II / III-A / Table IV,DODGE discards configurations that fall in the same epsilon-bin and excels when intrinsic dimensionality is low [22]. ... epsilon=0.2; epsilon-bin tabu,"[22] A. Agrawal, W. Fu, D. Chen, X. Shen, T. Menzies, How to 'dodge' complex software analytics, IEEE TSE 47(10), 2019, pp. 2182-2194.",
tournament_optimizers,Random search baseline (Bergstra & Bengio; Arcuri & Briand),Random Search (Bergstra & Bengio),steppingstone,high,Table II / III-A / Table IV / Sec V,"The baseline, Random probing labels a random budget and returns the best [38] ... uniform sampling (floor)","[38] J. Bergstra and Y. Bengio, Random search for hyper-parameter optimization, JMLR 13(2), 2012.",
tournament_optimizers,NSGA-II (Deb et al.),NSGA-II (Deb et al.),steppingstone,high,Table II / III-A / Table V / Table VI,NSGA-II sorts candidates into nondomination layers and breaks ties by crowding [39] ... NSGA-II needs 1000 samples to reach what EZR reaches in 200.,"[39] K. Deb, A. Pratap, S. Agarwal, T. Meyarivan, A fast and elitist multiobjective genetic algorithm: Nsga-ii, IEEE TEC 6(2), 2002, pp. 182-197.",
tournament_optimizers,SPEA2 (Zitzler et al.),SPEA2 (Zitzler et al.),steppingstone,high,Table II / III-A / Table IV / Table V / VI,SPEA2 keeps an external archive in which each solution is scored by how many others it dominates [42]. ... pop. 10; archive 10,"[42] E. Zitzler, M. Laumanns, L. Thiele, Spea2: Improving the strength pareto evolutionary algorithm, TIK report 103, 2001.",
tournament_optimizers,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",SMS-EMOA (Beume et al.),steppingstone,high,Table II / Table IV / Table VI,SMS-EMOA ... hypervolume select [43] ... pop. 10; hypervolume contribution,"[43] N. Beume, B. Naujoks, M. Emmerich, Sms-emoa: Multiobjective selection based on dominated hypervolume, EJOR 181(3), 2007, pp. 1653-1669.",
tournament_optimizers,Chebyshev distance / MOEA-D (Zhang & Li),MOEA/D (Zhang & Li),steppingstone,high,Table II / III-A / Table IV / Table VI,MOEA/D splits the problem into many scalar subproblems and solves them together [45] ... pop. 10; 5 neighbours; Tchebycheff,"[45] Q. Zhang and H. Li, Moea/d: A multiobjective evolutionary algorithm based on decomposition, IEEE TEC 11(6), 2007, pp. 712-731.",
tournament_optimizers,MOOT repository,MOOT repository (Menzies et al.),dataset,high,Intro / Table I / IV-B,"Over 100 such tasks are documented in the MOOT repository (Table I) ... Each task is a set of configurations with one or more measured objectives, from the SE datasets of MOOT","[2] T. Menzies, T. Chen, Y. Ye, K. K. Ganguly, A. Rayegan, S. Srinivasan, A. Lustosa, Moot: a repository of many multi-objective optimization tasks, MSR 2026, to appear.",
tournament_optimizers,MOOT repository,"MOOT task sources (Rayegan, PromiseTune, Senthilkumar, Lustosa, Nair/FLASH)",dataset,medium,Table I,"106 MOOT SE tasks used here, grouped by domain ... Sources: [1], [2], [3], [4], [5], [6], [7].","Table I 'Sources: [1], [2], [3], [4], [5], [6], [7]'",
tournament_optimizers,Scott-Knott ranking,Scott-Knott clustering (Scott & Knott),statmethod,high,V Statistics / Table V / Threats,"Over the 20 seeds we apply Scott-Knott clustering [96], which recursively bisects the methods into ranked groups and accepts a split only when a bootstrap test finds the groups distinct","[96] A. J. Scott and M. Knott, A cluster analysis method for grouping means in the analysis of variance, Biometrics, 1974, pp. 507-512.",
tournament_optimizers,Scott-Knott ranking,Bootstrap + Cliff's delta gated Scott-Knott,statmethod,medium,V Statistics / Threats,accepts a split only when a bootstrap test finds the groups distinct and the Cliff's delta effect size between them is non-negligible.,Section V 'Statistics' (no explicit reference given for bootstrap or Cliff's delta),
tournament_optimizers,Validation / effort-estimation metrics (Kohavi; Falessi; Sarro; Shepperd),Repeated stratified k-fold cross-validation (Kohavi),statmethod,high,VI-D RQ4,"Since the family distribution was imbalanced in our results, we used a 10 times repeated stratified 10-fold cross validation [102].","[102] R. Kohavi et al., A study of cross-validation and bootstrap for accuracy estimation and model selection, IJCAI 14(2), 1995, pp. 1137-1145.",
tournament_optimizers,Distance-to-heaven (d2h) metric,distance-to-heaven (d2h) scoring,methodology,high,IV-B Tasks and scoring,"score a configuration by its distance to heaven ... It follows the data-light SE line we build on [1], [6], [7].",[1] Rayegan & Menzies JSS 2026; [6] Lustosa & Menzies TOSEM 2024; [7] Nair et al. FLASH TSE 2018,
tournament_optimizers,SS-* config datasets / FLASH (Nair et al.),Random-forest surrogate as evaluation oracle (Eggensperger & Hutter; Nair et al.),methodology,high,IV-A Evaluating a configuration,"An alternate approach, taken by Eggensperger and Hutter and Nair et al. [94], [95], [32], [7] is to build a random forest ensemble using all the training data ... this study uses random forests as the solution oracle.","[94] Eggensperger et al. AAAI 2015; [95] Eggensperger et al. Machine Learning 107(1), 2018; [32] Hutter et al. LION 2011; [7] Nair et al. TSE 2018",
tournament_optimizers,"Pareto metric guidance (Li, Chen & Yao)",Frontier-aware metrics GD / IGD / hypervolume,methodology,high,V Multi-objective sanity metrics / Table VI,"RQ3 additionally scores the multi-objective methods with three frontier-aware measures: generational distance (GD) ... inverted generational distance (IGD) ... and hypervolume (HV) ... [42], [43], [75].",[42] Zitzler et al. SPEA2 TIK report 2001; [43] Beume et al. SMS-EMOA EJOR 2007; [75] Deb & Jain NSGA-III IEEE TEC 2013,
tournament_optimizers,Originating-paper default hyperparameters,Originating-paper default hyperparameters (per-optimizer),methodology,high,IV-A / Table IV,"to avoid a tuning-the-tuner conflation, we run every method at its originating-paper defaults (Table IV).","Table IV: 'Hyperparameters, set to each method's originating-paper defaults'",
tournament_optimizers,Landscape analysis features (Lunacek; Jones & Forrest; Kerschke),Instance-space analysis / exploratory landscape analysis features,methodology,high,VI-D RQ4 (instance clustering),"Prior work [97], [86], [87], [98] suggests optimization difficulty can be modeled as a function of measurable properties ... Following that advice, we collected metrics ... skewness, kurtosis, and PCA-based geometry features [97], [98]","[86] Smith-Miles & Munoz ACM CSUR 55(12), 2023; [97] Mersmann et al. GECCO 2011; [98] Kerschke et al. GECCO 2015; [87] Neelofar et al. TSE 49(4), 2022",
